time,X,N,G,F,E,Temp
32.5,1.095552556126066,0.08961842326352831,82.85234382951441,101.23732637441891,19.216969706262233,293.2965611537568
32.6,1.0977702006537158,0.08943738616631612,82.78411440453867,101.20991424166269,19.26723293072371,293.3114773234922
32.7,1.0999891710209453,0.08925670470586587,82.71588750111069,101.18248281898448,19.317516369184105,293.3278559463632
32.8,1.1022098959111672,0.0890763560586841,82.64763992652269,101.15502104561415,19.367844689367427,293.3458286139838
32.9,1.1044327944053722,0.08889632040628753,82.57934898168011,101.12751803121554,19.41824217199337,293.3655362747054
33.0,1.1066582759821264,0.08871658093520332,82.51099246110158,101.09996305588652,19.46873271077731,293.3871293658878
33.1,1.1088867405175726,0.08853712383696877,82.4425486529189,101.07234557015894,19.519339812430285,293.4107678153921
33.2,1.1111185782854305,0.08835793830813152,82.37399633887708,101.04465519499861,19.570086596659028,293.43662087949434
33.3,1.1133541699569967,0.08817901655024953,82.3053147943343,101.01688172180539,19.62099579616593,293.464866780285
33.4,1.1155938866011434,0.08800035376989093,82.23648378826188,100.98901511241307,19.67208975664908,293.4956921017167
33.5,1.117838089684321,0.08782194817863422,82.16748358324445,100.96104549908951,19.723390436802227,293.5292909001062
33.6,1.1200871310705547,0.08764380099306815,82.0982949354797,100.93296318453649,19.774919408314815,293.5658634824696
33.7,1.1223413530214474,0.08746591643479176,82.0288990947786,100.90475864188983,19.82669785587195,293.60561480507425
33.8,1.1246010881961783,0.08728830173041438,81.95927780456522,100.87642251471935,19.878746577154413,293.6487524455984
33.9,1.1268666596515038,0.08711096711155558,81.88941330187691,100.84794561702884,19.931085982838685,293.69548410597804
34.0,1.1291383808417559,0.08693392581484526,81.81928831736414,100.8193189332561,19.983736096596903,293.7460146101106
34.1,1.1314165556188438,0.08675719408192355,81.7488860752906,100.7905336182729,20.036716555096895,293.80054237181497
34.2,1.1337014782322534,0.08658079115944087,81.67819029353315,100.76158099738505,20.09004660800215,293.85925532450244
34.3,1.1359934333290467,0.086404739299058,81.60718518358185,100.73245256633231,20.143745117971854,293.92232632541766
34.4,1.1382926959538628,0.08622906375744584,81.53585545053993,100.70313999128845,20.197830560660854,293.98990807433034
34.5,1.1405995315489172,0.08605379279628572,81.46418629312382,100.67363510886122,20.252321024719688,294.06212761903174
34.6,1.142914195954002,0.0858789576822692,81.39216340366312,100.64392992609243,20.30723421179456,294.1390805572071
34.7,1.145236935406486,0.08570459268709808,81.31977296810065,100.61401662045778,20.36258743652736,294.2208250847872
34.8,1.1475679865413142,0.08553073508748452,81.24700166599239,100.58388753986706,20.418397626555645,294.3073760825049
34.9,1.149907576391009,0.08535742516515087,81.17383667050751,100.55353520266398,20.474681322512666,294.39869947202436
35.0,1.1522559223856688,0.08518470620682982,81.1002656484284,100.52295229762632,20.53145467802734,294.49470710684994
35.1,1.1546132323529685,0.0850126245042643,81.02627676015058,100.49213168396578,20.588733459724263,294.595252486875
35.2,1.1569797045181605,0.0848412293542076,80.9518586596828,100.4610663913281,20.646533047223702,294.7001275943619
35.3,1.1593555275040723,0.08467057305842318,80.87700049464698,100.42974961979301,20.704868433141616,294.80906113915916
35.4,1.1617408803311096,0.08450071092368487,80.80169190627822,100.39817473987422,20.763754223089634,294.921718468871
35.5,1.1641359324172538,0.08433170126177672,80.72592302942483,100.36633529251944,20.823204635675058,295.0377033439907
35.6,1.1665408435780629,0.08416360538949308,80.6496844925483,100.33422498911037,20.88323350250088,295.1565616994377
35.7,1.168955764026672,0.0839964876286386,80.57296741772328,100.30183771146271,20.94385426816575,295.2777874159417
